0.0043341625	0.021613246	0.020677114	-0.018522142	-0.02104933	0.0023179955	0.00936996	-0.029493533	-0.026630325	0.019177344	-0.031238308	-0.011642239	0.0202994	-0.012939555	0.024829535	0.021513807
-0.018913971	0.009699208	-0.016980492	-0.02660893	0.0052496903	-0.008986521	0.032315176	0.0028944074	-0.040702816	-0.0026662482	-1.33281355e-05	0.013207806	-0.060477685	-0.0481271	-0.034629524	-0.03158441
0.012672745	-0.029263483	-0.016570188	-0.02784765	0.02061635	0.013018786	-0.00020212271	-0.050853927	-0.00633297	-0.0035340674	-0.026724504	0.04333082	-0.015600926	0.0067995456	0.00826351	-0.033829935
0.026422726	0.005494529	0.0038727182	-0.03682182	-0.0020443148	-0.041326854	-0.00068750576	-0.008877038	0.04426527	0.016497588	-0.001696843	-0.010690351	1.559037e-05	-0.011760251	-0.043920636	0.019910755
-0.012625401	-0.046373446	0.015168798	0.02124138	-0.02303738	-0.020817865	-0.016809748	0.008291756	-0.015109171	-0.0071553863	-0.018324861	-0.027999956	0.005400744	0.004153129	0.054482337	0.0030377947
-0.025797896	-0.049784116	-0.0050449246	0.014585859	0.00673091	0.0005326468	-0.035134017	-0.017001428	-0.04314249	-0.018455867	-0.037948273	-0.0010024686	0.01710984	0.0022408362	-0.013951899	-0.012666174
0.01958695	-0.033446293	0.058664806	-0.009364851	-0.004049681	0.022365516	0.03039026	-0.033664424	0.045080993	-0.011020809	0.035820574	0.026328987	0.018952688	0.01386588	0.02159214	-0.030517593
-0.014151746	0.017503945	0.015272757	-0.016798377	0.03683276	0.029465538	0.061207715	0.009441884	-0.023975436	-0.005961728	0.02050601	0.0135286655	-0.0033549792	0.025083484	-0.020093217	0.01706936
0.010103076	-0.04587554	-0.017550504	-0.0235896	-0.029048529	-0.040682986	0.0052526677	0.028397622	0.08789426	0.02301968	-0.066890135	0.0010789245	0.0070280163	0.011940546	0.010939779	-0.04860321
0.0077014836	-0.016799545	-0.0051591345	-0.06771699	-0.002571251	-0.022270583	-0.06357896	-0.073324025	-0.02176412	-0.08232945	-0.004673207	0.032705028	-0.0266296	0.052546408	-0.019238926	-0.047762774
0.03085976	0.04174057	-0.009751939	0.0032933434	0.01769338	-0.056467343	-0.036254045	0.023772445	-0.0149530545	-0.021390084	-0.004049352	0.047855068	-0.012899247	-0.008978181	0.020268684	-0.025111267
-0.02933409	-0.041845065	-0.0134178465	-0.032723494	0.035620887	-0.020085158	-0.00719032	-0.01813788	-0.006154369	-0.056655154	-0.026918557	0.012355561	-0.03399169	0.026435195	0.00934157	0.03303255
-0.019425116	-0.013182698	-0.0060493588	0.04860495	0.03227241	-0.04662975	-0.05363775	-0.003368451	0.0026606827	-0.06287594	-0.012513627	0.06391076	-0.0024091913	-0.029293658	-0.06294188	0.049186587
0.016912214	0.019209145	0.0048617483	0.0089014415	0.028151896	0.04447593	0.07223181	0.04104164	0.04021576	0.008231676	-0.038608	0.04732687	-0.00080080633	0.022599814	-0.00092638953	0.0194516
-0.045911547	-0.015051711	-0.04970449	0.0020052327	-0.0055981176	-6.628281e-06	-0.043584097	-0.008124363	0.07251944	0.028138582	0.045474496	0.008580255	-0.04233236	-0.0160684	0.020258369	-0.013174272
-0.0019158284	0.022616366	-0.06645205	-0.019594502	0.0055382634	-0.032002874	0.05335004	0.0054507703	-0.0044517173	0.062986955	-0.03427677	-0.017589357	0.008335283	0.014862203	-0.008131028	-0.07131278
-0.007389671	0.031242821	-0.0032203589	0.03712296	-0.009659437	0.02957611	0.0021003203	-0.043713953	0.00019942642	0.009894497	-0.0017109272	-0.01934554	-0.010373893	0.0040892437	0.030805165	0.014946552
-0.006438637	0.029732157	0.024344968	0.021398537	0.02347006	0.031098772	-0.015579077	0.022664448	0.0008953583	0.04035468	0.016333964	-0.002245186	-0.013117592	0.002821256	0.028436825	0.035076916
-0.05638346	0.03153828	-0.0031189139	0.011319885	-0.033610504	-0.00311245	0.021917863	-0.0056488025	0.041821875	-0.019897254	-0.1444307	0.046037458	-0.026377656	-0.022702051	0.029072128	-0.013427897
0.0088770315	0.0049327547	-0.015283054	-0.012360876	-0.004062647	0.023046168	-0.028878048	0.01444962	0.023871556	-0.011365017	0.011008591	0.07564991	0.021920249	-0.018114675	-0.10938035	-0.033995904
-0.031060843	0.046864383	0.01805861	-0.0063088043	0.01585903	-0.023605978	0.04033728	0.011432683	0.0065937974	0.004294262	-0.0721397	0.0523355	0.03492571	0.0026818954	0.008095279	0.03753391
